,Hecho_Violatorio,Autoridad,Ano,Entidad,Cantidad_Quejas
3458,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,SINALOA,1
3459,"TRATO CRUEL, INHUMANO O DEGRADANTE","ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        17",2020,JALISCO,6
3460,"TRATO CRUEL, INHUMANO O DEGRADANTE","ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        17",2020,VERACRUZ,6
3461,"TRATO CRUEL, INHUMANO O DEGRADANTE","ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        17",2020,COAHUILA,3
3462,"TRATO CRUEL, INHUMANO O DEGRADANTE","ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        17",2020,NAYARIT,1
3463,"TRATO CRUEL, INHUMANO O DEGRADANTE","ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        17",2020,TABASCO,1
3464,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,VERACRUZ,3
3465,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,MICHOACAN,2
3466,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,TAMAULIPAS,2
3467,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,BAJA CALIFORNIA SUR,1
3468,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,COLIMA,1
3469,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,ESTADO DE MEXICO,1
3470,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,GUANAJUATO,1
3471,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,GUERRERO,1
3472,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,NUEVO LEON,1
3473,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE MARINA
                                          
                                        14",2020,SINALOA,1
3474,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,CIUDAD DE MEXICO,3
3475,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,GUERRERO,2
3476,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,(SIN ESTADO),1
3477,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,CHIHUAHUA,1
3478,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,DURANGO,1
3479,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,MORELOS,1
3480,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,OAXACA,1
3481,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,QUINTANA ROO,1
3482,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,SAN LUIS POTOSI,1
3483,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL DE LA SSPC
                                          
                                        13",2020,VERACRUZ,1
3484,"TRATO CRUEL, INHUMANO O DEGRADANTE","GOBERNADOR CONSTITUCIONAL DEL ESTADO DE JALISCO
                                          
                                        11",2020,JALISCO,11
3485,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        11",2020,(SIN ESTADO),2
3486,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        11",2020,CHIAPAS,2
3487,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        11",2020,CIUDAD DE MEXICO,2
3488,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        11",2020,ESTADO DE MEXICO,2
3489,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        11",2020,JALISCO,1
3490,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        11",2020,PUEBLA,1
3491,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        11",2020,ZACATECAS,1
3492,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MICHOACAN
                                          
                                        4",2020,MICHOACAN,4
3493,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE MEXICO
                                          
                                        3",2020,ESTADO DE MEXICO,3
3494,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE MICHOACAN
                                          
                                        3",2020,MICHOACAN,3
3495,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD CIUDADANA DEL ESTADO DE MEXICO
                                          
                                        3",2020,ESTADO DE MEXICO,3
3496,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE VERACRUZ
                                          
                                        3",2020,VERACRUZ,3
3497,"TRATO CRUEL, INHUMANO O DEGRADANTE","POLICIA FEDERAL MINISTERIAL 
                                          
                                        2",2020,CIUDAD DE MEXICO,2
3498,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE GOBERNACION
                                          
                                        2",2020,GUERRERO,1
3499,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE GOBERNACION
                                          
                                        2",2020,SINALOA,1
3500,"TRATO CRUEL, INHUMANO O DEGRADANTE","AGENCIA DE INVESTIGACION CRIMINAL
                                          
                                        1",2020,ESTADO DE MEXICO,1
3501,"TRATO CRUEL, INHUMANO O DEGRADANTE","COMISION FEDERAL DE ELECTRICIDAD
                                          
                                        1",2020,OAXACA,1
3502,"TRATO CRUEL, INHUMANO O DEGRADANTE","DIRECCION DE LA CARCEL MUNICIPAL DE PLAYA DEL CARMEN, QUINTANA ROO
                                          
                                        1",2020,QUINTANA ROO,1
3503,"TRATO CRUEL, INHUMANO O DEGRADANTE","DIRECCION DEL CENTRO DE READAPTACION SOCIAL NO. 4 DE TAPACHULA, CHIAPAS
                                          
                                        1",2020,CHIAPAS,1
3504,"TRATO CRUEL, INHUMANO O DEGRADANTE","DIRECCION GENERAL DE PREVENCION Y READAPTACION SOCIAL DEL ESTADO DE HIDALGO
                                          
                                        1",2020,HIDALGO,1
3505,"TRATO CRUEL, INHUMANO O DEGRADANTE","DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO DEL ESTADO DE HIDALGO
                                          
                                        1",2020,HIDALGO,1
3506,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE DURANGO
                                          
                                        1",2020,DURANGO,1
3507,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE GUERRERO
                                          
                                        1",2020,GUERRERO,1
3508,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE HIDALGO
                                          
                                        1",2020,HIDALGO,1
3509,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE NUEVO LEON
                                          
                                        1",2020,NUEVO LEON,1
3510,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE OAXACA
                                          
                                        1",2020,OAXACA,1
3511,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE QUINTANA ROO
                                          
                                        1",2020,QUINTANA ROO,1
3512,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE SINALOA
                                          
                                        1",2020,SINALOA,1
3513,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2020,TAMAULIPAS,1
3514,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DEL ESTADO DE ZACATECAS
                                          
                                        1",2020,ZACATECAS,1
3515,"TRATO CRUEL, INHUMANO O DEGRADANTE","GOBERNADOR CONSTITUCIONAL DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2020,TAMAULIPAS,1
3516,"TRATO CRUEL, INHUMANO O DEGRADANTE","H. AYUNTAMIENTO DE AMOZOC, PUEBLA
                                          
                                        1",2020,PUEBLA,1
3517,"TRATO CRUEL, INHUMANO O DEGRADANTE","H. AYUNTAMIENTO DE CULIACAN, SINALOA
                                          
                                        1",2020,SINALOA,1
