,Hecho_Violatorio,Autoridad,Ano,Entidad,Municipio,Cantidad_Quejas
6658,OMITIR FUNDAR EL ACTO DE AUTORIDAD,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6659,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6660,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6661,OMITIR RESPETAR EL DERECHO A LA IGUALDAD ANTE LA LEY,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6662,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE LOS SERVICIOS, EN MATERIA DE AGUA POTABLE, DRENAJE, ALCANTARILLADO, TRATAMIENTO Y DISPOSICION DE AGUAS RESIDUALES",PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6663,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6664,TRASGREDIR EL DERECHO A LA LIBERTAD SEXUAL,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6665,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",PROCURADURIA FEDERAL DEL CONSUMIDOR,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,2
6666,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,PROCURADURIA FEDERAL DEL CONSUMIDOR,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6667,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES","REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,AQUISMON,1
6668,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6669,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES","REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6670,IMPONER CONDUCTAS CONTRARIAS A LA LIBERTAD SEXUAL,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6671,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6672,OMITIR FUNDAR EL ACTO DE AUTORIDAD,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6673,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6674,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6675,OMITIR RESPETAR EL DERECHO A LA IGUALDAD ANTE LA LEY,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6676,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE LOS SERVICIOS, EN MATERIA DE AGUA POTABLE, DRENAJE, ALCANTARILLADO, TRATAMIENTO Y DISPOSICION DE AGUAS RESIDUALES","REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6677,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6678,TRASGREDIR EL DERECHO A LA LIBERTAD SEXUAL,"REGISTRO AGRARIO NACIONAL DE LA SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6679,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,"SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,AQUISMON,1
6680,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES","SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,XILITLA,1
6681,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,"SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,SAN LUIS POTOSI,XILITLA,1
6682,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA DE LA SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6683,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA DE LA SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6684,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6685,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6686,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO NACIONAL ELECTORAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6687,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6688,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE RELACIONES EXTERIORES,2014,SAN LUIS POTOSI,RIOVERDE,1
6689,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,SECRETARIA DE RELACIONES EXTERIORES,2014,SAN LUIS POTOSI,RIOVERDE,1
6690,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE RELACIONES EXTERIORES,2014,SAN LUIS POTOSI,RIOVERDE,1
6691,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LA MUJER,SERVICIO DE ADMINISTRACION TRIBUTARIA DE LA SHCP,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6692,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,SERVICIO DE ADMINISTRACION TRIBUTARIA DE LA SHCP,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6693,OMITIR BRINDAR PROTECCION Y AUXILIO,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN EL ESTADO DE QUERETARO,2014,SAN LUIS POTOSI,RIOVERDE,1
6694,IMPEDIR EL ACCESO A SERVICIOS DE EDUCACION,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2014,SAN LUIS POTOSI,(SIN DATO),1
6695,OMITIR FUNDAR EL ACTO DE AUTORIDAD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2014,SAN LUIS POTOSI,(SIN DATO),1
6696,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2014,SAN LUIS POTOSI,(SIN DATO),1
6697,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2014,SAN LUIS POTOSI,(SIN DATO),1
6698,OMITIR PROPORCIONAR ATENCION MEDICA,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,21
6699,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,13
6700,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,6
6701,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,2
6702,RETENCION ILEGAL,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,2
6703,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,1
6704,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,1
6705,"TRATO CRUEL, INHUMANO O DEGRADANTE",ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,GUASAVE,1
6706,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,CULIACAN,1
6707,OMITIR PROPORCIONAR ATENCION MEDICA,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SINALOA,SALVADOR ALVARADO,1
6708,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,7
6709,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,4
6710,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,3
6711,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,3
6712,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,2
6713,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,2
6714,NO SE PUEDE DETERMINAR,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,1
6715,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,1
6716,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,MAZATLAN,1
6717,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,CULIACAN,4
6718,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,CULIACAN,1
6719,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,CULIACAN,1
6720,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,CULIACAN,1
6721,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,CULIACAN,1
6722,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,CULIACAN,1
6723,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,AHOME,1
6724,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,AHOME,1
6725,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,AHOME,1
6726,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,AHOME,1
6727,RESCINDIR LA RELACION LABORAL POR DISCRIMINACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,AHOME,1
6728,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,GUASAVE,1
6729,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,GUASAVE,1
6730,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,GUASAVE,1
6731,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,GUASAVE,1
6732,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,(SIN DATO),1
6733,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,ROSARIO,1
6734,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,SINALOA,SALVADOR ALVARADO,1
6735,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,6
6736,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,5
6737,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,5
6738,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,5
6739,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,3
6740,INTIMIDACION,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,2
6741,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6742,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6743,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6744,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6745,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6746,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6747,IMPUTAR INDEBIDAMENTE HECHOS,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6748,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CULIACAN,1
6749,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,MAZATLAN,2
6750,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,MAZATLAN,2
6751,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,MAZATLAN,2
6752,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,MAZATLAN,1
6753,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,MAZATLAN,1
6754,INTIMIDACION,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,MAZATLAN,1
6755,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,MAZATLAN,1
6756,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,NAVOLATO,4
6757,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,NAVOLATO,3
6758,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,NAVOLATO,3
6759,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,NAVOLATO,3
6760,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,NAVOLATO,2
6761,INCOMUNICACION,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,NAVOLATO,2
6762,"OCUPAR, DETERIORAR O DESTRUIR ILEGALMENTE PROPIEDAD PRIVADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,NAVOLATO,1
6763,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,AHOME,3
6764,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,AHOME,2
6765,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,AHOME,2
6766,DIFERIR LA PRESENTACION DEL DETENIDO ANTE LA AUTORIDAD COMPETENTE,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,AHOME,1
6767,IMPUTAR INDEBIDAMENTE HECHOS,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,AHOME,1
6768,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,AHOME,1
6769,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SINALOA,1
6770,NO SE PUEDE DETERMINAR,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SINALOA,1
6771,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SINALOA,1
6772,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SINALOA,1
6773,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,(SIN DATO),1
6774,INTIMIDACION,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,(SIN DATO),1
6775,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,(SIN DATO),1
6776,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,(SIN DATO),1
6777,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,BADIRAGUATO,1
6778,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CHOIX,1
6779,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CHOIX,1
6780,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CHOIX,1
6781,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CHOIX,1
6782,RETENCION ILEGAL,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,CHOIX,1
6783,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,GUASAVE,1
6784,CAUSAR UN DAÑO DERIVADO DEL EMPLEO ARBITRARIO DE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SALVADOR ALVARADO,1
6785,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SALVADOR ALVARADO,1
6786,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SALVADOR ALVARADO,1
6787,CAUSAR UN DAÑO DERIVADO DEL EMPLEO ARBITRARIO DE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SAN IGNACIO,1
6788,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,SINALOA,SAN IGNACIO,1
6789,DETENCION ARBITRARIA,SECRETARIA DE MARINA,2014,SINALOA,CULIACAN,9
6790,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",SECRETARIA DE MARINA,2014,SINALOA,CULIACAN,9
6791,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE MARINA,2014,SINALOA,CULIACAN,5
6792,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE MARINA,2014,SINALOA,CULIACAN,5
6793,RETENCION ILEGAL,SECRETARIA DE MARINA,2014,SINALOA,CULIACAN,2
6794,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE MARINA,2014,SINALOA,CULIACAN,1
6795,DIFERIR LA PRESENTACION DEL DETENIDO ANTE LA AUTORIDAD COMPETENTE,SECRETARIA DE MARINA,2014,SINALOA,CULIACAN,1
